id,name,classification,groups,mod_name
5144,Resource Pack: 2 Hyper Speed-Gro,useful,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5145,Resource Pack: 6 Hyper Speed-Gro,useful,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5146,Resource Pack: 10 Hyper Speed-Gro,useful,"FERTILIZER,RESOURCE_PACK",
5147,Resource Pack: 14 Hyper Speed-Gro,useful,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5148,Resource Pack: 18 Hyper Speed-Gro,useful,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5149,Resource Pack: 20 Hyper Speed-Gro,useful,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5150,Resource Pack: 2 Tree Fertilizer,filler,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5151,Resource Pack: 6 Tree Fertilizer,filler,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5152,Resource Pack: 10 Tree Fertilizer,filler,"FERTILIZER,RESOURCE_PACK",
5153,Resource Pack: 14 Tree Fertilizer,filler,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5154,Resource Pack: 18 Tree Fertilizer,filler,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5155,Resource Pack: 20 Tree Fertilizer,filler,"DEPRECATED,FERTILIZER,RESOURCE_PACK",
5156,Resource Pack: 10 Spring Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5157,Resource Pack: 20 Spring Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5158,Resource Pack: 30 Spring Seeds,filler,"RESOURCE_PACK,SEED",
5159,Resource Pack: 40 Spring Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5160,Resource Pack: 50 Spring Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5161,Resource Pack: 60 Spring Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5162,Resource Pack: 10 Summer Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5163,Resource Pack: 20 Summer Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5164,Resource Pack: 30 Summer Seeds,filler,"RESOURCE_PACK,SEED",
5165,Resource Pack: 40 Summer Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5166,Resource Pack: 50 Summer Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5167,Resource Pack: 60 Summer Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5168,Resource Pack: 10 Fall Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5169,Resource Pack: 20 Fall Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5170,Resource Pack: 30 Fall Seeds,filler,"RESOURCE_PACK,SEED",
5171,Resource Pack: 40 Fall Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5172,Resource Pack: 50 Fall Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5173,Resource Pack: 60 Fall Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5174,Resource Pack: 10 Winter Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5175,Resource Pack: 20 Winter Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5176,Resource Pack: 30 Winter Seeds,filler,"RESOURCE_PACK,SEED",
5177,Resource Pack: 40 Winter Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5178,Resource Pack: 50 Winter Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5179,Resource Pack: 60 Winter Seeds,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5180,Resource Pack: 1 Mahogany Seed,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5181,Resource Pack: 3 Mahogany Seed,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5182,Resource Pack: 5 Mahogany Seed,filler,"RESOURCE_PACK,SEED",
5183,Resource Pack: 7 Mahogany Seed,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5184,Resource Pack: 9 Mahogany Seed,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5185,Resource Pack: 10 Mahogany Seed,filler,"DEPRECATED,RESOURCE_PACK,SEED",
5186,Resource Pack: 10 Bait,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5187,Resource Pack: 20 Bait,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5188,Resource Pack: 30 Bait,filler,"FISHING_RESOURCE,RESOURCE_PACK",
5189,Resource Pack: 40 Bait,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5190,Resource Pack: 50 Bait,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5191,Resource Pack: 60 Bait,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5192,Resource Pack: 1 Crab Pot,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5193,Resource Pack: 2 Crab Pot,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5194,Resource Pack: 3 Crab Pot,filler,"FISHING_RESOURCE,RESOURCE_PACK",
5195,Resource Pack: 4 Crab Pot,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5196,Resource Pack: 5 Crab Pot,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5197,Resource Pack: 6 Crab Pot,filler,"DEPRECATED,FISHING_RESOURCE,RESOURCE_PACK",
5198,Friendship Bonus (1 <3),useful,"DEPRECATED,FRIENDSHIP_PACK,RESOURCE_PACK",
5199,Friendship Bonus (2 <3),useful,"FRIENDSHIP_PACK,COMMUNITY_REWARD",
5200,Friendship Bonus (3 <3),useful,"DEPRECATED,FRIENDSHIP_PACK,RESOURCE_PACK",
5201,Friendship Bonus (4 <3),useful,"DEPRECATED,FRIENDSHIP_PACK,RESOURCE_PACK",
5202,15 Qi Gems,progression,"GINGER_ISLAND,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5203,Solar Panel,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5204,Geode Crusher,filler,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5205,Farm Computer,filler,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5206,Bone Mill,filler,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5207,Fiber Seeds,filler,RESOURCE_PACK,
5208,Chest,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5209,Stone Chest,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5210,Quality Bobber,filler,RESOURCE_PACK,
5211,Mini-Obelisk,filler,"AT_LEAST_TWO,RESOURCE_PACK",
5212,Monster Musk,filler,RESOURCE_PACK,
5213,Sprinkler,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5214,Quality Sprinkler,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5215,Iridium Sprinkler,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5216,Scarecrow,filler,RESOURCE_PACK,
5217,Deluxe Scarecrow,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5218,Furnace,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5219,Charcoal Kiln,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5220,Lightning Rod,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5221,Resource Pack: 5000 Money,useful,"BASE_RESOURCE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5222,Resource Pack: 10000 Money,useful,"BASE_RESOURCE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5223,Junimo Chest,filler,"AT_LEAST_TWO,RESOURCE_PACK",
5224,Horse Flute,useful,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5225,Pierre's Missing Stocklist,useful,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5226,Hopper,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5227,Enricher,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5228,Pressure Nozzle,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5229,Deconstructor,filler,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5230,Key To The Town,useful,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5231,Galaxy Soul,filler,"GINGER_ISLAND,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5232,Mushroom Tree Seed,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5233,Resource Pack: 20 Magic Bait,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5234,Resource Pack: 10 Qi Seasoning,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5235,Mr. Qi's Hat,filler,"MAXIMUM_ONE,RESOURCE_PACK",
5236,Aquatic Sanctuary,filler,RESOURCE_PACK,
5237,Leprechaun Hat,filler,"MAXIMUM_ONE,RESOURCE_PACK",
5242,Exotic Double Bed,filler,RESOURCE_PACK,
5243,Resource Pack: 2 Qi Gem,filler,"GINGER_ISLAND,RESOURCE_PACK,DEPRECATED",
5247,Fairy Dust,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5248,Seed Maker,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5249,Keg,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5250,Cask,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5251,Preserves Jar,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5252,Bee House,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5253,Garden Pot,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5254,Cheese Press,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5255,Mayonnaise Machine,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5256,Loom,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5257,Oil Maker,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5258,Recycling Machine,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5259,Worm Bin,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5260,Tapper,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5261,Heavy Tapper,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5262,Slime Incubator,useful,RESOURCE_PACK,
5263,Slime Egg-Press,useful,RESOURCE_PACK,
5264,Crystalarium,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5265,Ostrich Incubator,useful,"MAXIMUM_ONE,RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5266,Resource Pack: 5 Staircase,filler,"RESOURCE_PACK",
5267,Auto-Petter,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5268,Auto-Grabber,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5269,Resource Pack: 10 Calico Egg,filler,"RESOURCE_PACK",
5270,Resource Pack: 20 Calico Egg,filler,"RESOURCE_PACK",
5272,Tent Kit,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5273,Resource Pack: 4 Mystery Box,filler,"RESOURCE_PACK",
5274,Prize Ticket,filler,"RESOURCE_PACK",
5275,Resource Pack: 20 Deluxe Bait,filler,"RESOURCE_PACK",
5276,Resource Pack: 2 Triple Shot Espresso,filler,"RESOURCE_PACK",
5277,Dish O' The Sea,filler,"RESOURCE_PACK",
5278,Seafoam Pudding,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5279,Trap Bobber,useful,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",
5280,Treasure Chest,filler,"RESOURCE_PACK",
5281,Resource Pack: 15 Mixed Seeds,filler,"RESOURCE_PACK",
5282,Resource Pack: 15 Mixed Flower Seeds,filler,"RESOURCE_PACK",
5283,Resource Pack: 5 Cherry Bomb,filler,"RESOURCE_PACK",
5284,Resource Pack: 3 Bomb,filler,"RESOURCE_PACK",
5285,Resource Pack: 2 Mega Bomb,filler,"RESOURCE_PACK",
5286,Resource Pack: 2 Life Elixir,filler,"RESOURCE_PACK",
5287,Resource Pack: 5 Coffee,filler,"RESOURCE_PACK",
5289,Prismatic Shard,filler,"RESOURCE_PACK",
5290,Stardrop Tea,filler,"RESOURCE_PACK",
5291,Resource Pack: 2 Artifact Trove,filler,"RESOURCE_PACK",
5292,Resource Pack: 20 Cinder Shard,filler,"GINGER_ISLAND,RESOURCE_PACK",
10001,Luck Level,progression,SKILL_LEVEL_UP,Luck Skill
10002,Magic Level,progression,SKILL_LEVEL_UP,Magic
10003,Socializing Level,progression,SKILL_LEVEL_UP,Socializing Skill
10004,Archaeology Level,progression,SKILL_LEVEL_UP,Archaeology
10005,Cooking Level,progression,SKILL_LEVEL_UP,Cooking Skill
10006,Binning Level,progression,SKILL_LEVEL_UP,Binning Skill
10007,Tractor Garage,useful,,Tractor Mod
10008,Woods Obelisk,progression,,DeepWoods
10009,Spell: Clear Debris,progression,MAGIC_SPELL,Magic
10010,Spell: Till,progression,MAGIC_SPELL,Magic
10011,Spell: Water,progression,MAGIC_SPELL,Magic
10012,Spell: Blink,progression,MAGIC_SPELL,Magic
10013,Spell: Evac,progression,MAGIC_SPELL,Magic
10014,Spell: Haste,progression,MAGIC_SPELL,Magic
10015,Spell: Heal,progression,MAGIC_SPELL,Magic
10016,Spell: Buff,progression,MAGIC_SPELL,Magic
10017,Spell: Shockwave,progression,MAGIC_SPELL,Magic
10018,Spell: Fireball,progression,MAGIC_SPELL,Magic
10019,Spell: Frostbolt,progression,MAGIC_SPELL,Magic
10020,Spell: Teleport,progression,MAGIC_SPELL,Magic
10021,Spell: Lantern,progression,MAGIC_SPELL,Magic
10022,Spell: Tendrils,progression,MAGIC_SPELL,Magic
10023,Spell: Photosynthesis,progression,MAGIC_SPELL,Magic
10024,Spell: Descend,progression,MAGIC_SPELL,Magic
10025,Spell: Meteor,progression,MAGIC_SPELL,Magic
10026,Spell: Bloodmana,progression,MAGIC_SPELL,Magic
10027,Spell: Lucksteal,progression,MAGIC_SPELL,Magic
10028,Spell: Spirit,progression,MAGIC_SPELL,Magic
10029,Spell: Rewind,progression,MAGIC_SPELL,Magic
10030,Pendant of Community,progression,,DeepWoods
10031,Pendant of Elders,progression,,DeepWoods
10032,Pendant of Depths,progression,,DeepWoods
10101,Juna <3,progression,FRIENDSANITY,Juna - Roommate NPC
10102,Jasper <3,progression,FRIENDSANITY,Professor Jasper Thomas
10103,Alec <3,progression,FRIENDSANITY,Alec Revisited
10104,Yoba <3,progression,FRIENDSANITY,Custom NPC - Yoba
10105,Eugene <3,progression,FRIENDSANITY,Custom NPC Eugene
10106,Wellwick <3,progression,FRIENDSANITY,'Prophet' Wellwick
10107,Mr. Ginger <3,progression,FRIENDSANITY,Mister Ginger (cat npc)
10108,Shiko <3,progression,FRIENDSANITY,Shiko - New Custom NPC
10109,Delores <3,progression,FRIENDSANITY,Delores - Custom NPC
10110,Ayeisha <3,progression,FRIENDSANITY,Ayeisha - The Postal Worker (Custom NPC)
10111,Riley <3,progression,FRIENDSANITY,Custom NPC - Riley
10112,Claire <3,progression,FRIENDSANITY,Stardew Valley Expanded
10113,Lance <3,progression,"FRIENDSANITY,GINGER_ISLAND",Stardew Valley Expanded
10114,Olivia <3,progression,FRIENDSANITY,Stardew Valley Expanded
10115,Sophia <3,progression,FRIENDSANITY,Stardew Valley Expanded
10116,Victor <3,progression,FRIENDSANITY,Stardew Valley Expanded
10117,Andy <3,progression,FRIENDSANITY,Stardew Valley Expanded
10118,Apples <3,progression,FRIENDSANITY,Stardew Valley Expanded
10119,Gunther <3,progression,FRIENDSANITY,Stardew Valley Expanded
10120,Martin <3,progression,FRIENDSANITY,Stardew Valley Expanded
10121,Marlon <3,progression,FRIENDSANITY,Stardew Valley Expanded
10122,Morgan <3,progression,FRIENDSANITY,Stardew Valley Expanded
10123,Scarlett <3,progression,FRIENDSANITY,Stardew Valley Expanded
10124,Susan <3,progression,FRIENDSANITY,Stardew Valley Expanded
10125,Morris <3,progression,FRIENDSANITY,Stardew Valley Expanded
10126,Alecto <3,progression,FRIENDSANITY,Alecto the Witch
10127,Zic <3,progression,FRIENDSANITY,Distant Lands - Witch Swamp Overhaul
10128,Lacey <3,progression,FRIENDSANITY,Hat Mouse Lacey
10129,Gregory <3,progression,FRIENDSANITY,Boarding House and Bus Stop Extension
10130,Sheila <3,progression,FRIENDSANITY,Boarding House and Bus Stop Extension
10131,Joel <3,progression,FRIENDSANITY,Boarding House and Bus Stop Extension
10301,Progressive Woods Obelisk Sigils,progression,,DeepWoods
10302,Progressive Skull Cavern Elevator,progression,,Skull Cavern Elevator
10401,Baked Berry Oatmeal Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10402,Big Bark Burger Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10403,Flower Cookie Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10404,Frog Legs Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10405,Glazed Butterfish Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10406,Mixed Berry Pie Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10407,Mushroom Berry Rice Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10408,Seaweed Salad Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10409,Void Delight Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10410,Void Salmon Sushi Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Stardew Valley Expanded
10411,Mushroom Kebab Recipe,progression,"CHEFSANITY,CHEFSANITY_FRIENDSHIP",Distant Lands - Witch Swamp Overhaul
10412,Crayfish Soup Recipe,progression,"CHEFSANITY,CHEFSANITY_FRIENDSHIP",Distant Lands - Witch Swamp Overhaul
10413,Pemmican Recipe,progression,"CHEFSANITY,CHEFSANITY_FRIENDSHIP",Distant Lands - Witch Swamp Overhaul
10414,Void Mint Tea Recipe,progression,"CHEFSANITY,CHEFSANITY_FRIENDSHIP",Distant Lands - Witch Swamp Overhaul
10415,Ginger Tincture Recipe,progression,"GINGER_ISLAND,CHEFSANITY,CHEFSANITY_FRIENDSHIP",Distant Lands - Witch Swamp Overhaul
10416,Special Pumpkin Soup Recipe,progression,"CHEFSANITY,CHEFSANITY_FRIENDSHIP",Boarding House and Bus Stop Extension
10417,Rocky Root Coffee Recipe,progression,"CHEFSANITY,CHEFSANITY_SKILL",Archaeology
10418,Digger's Delight Recipe,progression,"CHEFSANITY,CHEFSANITY_SKILL",Archaeology
10419,Ancient Jello Recipe,progression,"CHEFSANITY,CHEFSANITY_SKILL",Archaeology
10420,Grilled Cheese Recipe,progression,"CHEFSANITY,CHEFSANITY_SKILL",Binning Skill
10421,Fish Casserole Recipe,progression,"CHEFSANITY,CHEFSANITY_SKILL",Binning Skill
10450,Void Mint Seeds,progression,DEPRECATED,Distant Lands - Witch Swamp Overhaul
10451,Vile Ancient Fruit Seeds,progression,DEPRECATED,Distant Lands - Witch Swamp Overhaul
10501,Marlon's Boat Paddle,progression,GINGER_ISLAND,Stardew Valley Expanded
10502,Diamond Wand,filler,"WEAPON,DEPRECATED",Stardew Valley Expanded
10503,Iridium Bomb,progression,,Stardew Valley Expanded
10504,Void Spirit Peace Agreement,useful,GINGER_ISLAND,Stardew Valley Expanded
10505,Kittyfish Spell,progression,,Stardew Valley Expanded
10506,Nexus: Adventurer's Guild Runes,progression,MOD_WARP,Stardew Valley Expanded
10507,Nexus: Junimo Woods Runes,progression,MOD_WARP,Stardew Valley Expanded
10508,Nexus: Aurora Vineyard Runes,progression,MOD_WARP,Stardew Valley Expanded
10509,Nexus: Sprite Spring Runes,progression,MOD_WARP,Stardew Valley Expanded
10510,Nexus: Outpost Runes,progression,MOD_WARP,Stardew Valley Expanded
10511,Nexus: Farm Runes,progression,MOD_WARP,Stardew Valley Expanded
10512,Nexus: Wizard Runes,progression,MOD_WARP,Stardew Valley Expanded
10513,Fable Reef Portal,progression,GINGER_ISLAND,Stardew Valley Expanded
10514,Tempered Galaxy Sword,filler,"WEAPON,DEPRECATED",Stardew Valley Expanded
10515,Tempered Galaxy Dagger,filler,"WEAPON,DEPRECATED",Stardew Valley Expanded
10516,Tempered Galaxy Hammer,filler,"WEAPON,DEPRECATED",Stardew Valley Expanded
10517,Grandpa's Shed,progression,,Stardew Valley Expanded
10518,Aurora Vineyard Tablet,progression,,Stardew Valley Expanded
10519,Scarlett's Job Offer,progression,,Stardew Valley Expanded
10520,Morgan's Schooling,progression,,Stardew Valley Expanded
10521,Aurora Vineyard Reclamation,progression,,Stardew Valley Expanded
10601,Magic Elixir Recipe,progression,"CHEFSANITY,CHEFSANITY_PURCHASE",Magic
10602,Travel Core Recipe,progression,CRAFTSANITY,Magic
10603,Haste Elixir Recipe,progression,CRAFTSANITY,Stardew Valley Expanded
10604,Hero Elixir Recipe,progression,CRAFTSANITY,Stardew Valley Expanded
10605,Armor Elixir Recipe,progression,CRAFTSANITY,Stardew Valley Expanded
10606,Neanderthal Skeleton Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10607,Pterodactyl Skeleton L Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10608,Pterodactyl Skeleton M Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10609,Pterodactyl Skeleton R Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10610,T-Rex Skeleton L Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10611,T-Rex Skeleton M Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10612,T-Rex Skeleton R Recipe,progression,CRAFTSANITY,Boarding House and Bus Stop Extension
10701,Resource Pack: 3 Magic Elixir,filler,RESOURCE_PACK,Magic
10702,Resource Pack: 3 Travel Core,filler,RESOURCE_PACK,Magic
10703,Preservation Chamber,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Archaeology
10704,Hardwood Preservation Chamber,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Archaeology
10705,Resource Pack: 3 Water Shifter,filler,RESOURCE_PACK,Archaeology
10706,Resource Pack: 5 Hardwood Display,filler,RESOURCE_PACK,Archaeology
10707,Resource Pack: 5 Wooden Display,filler,RESOURCE_PACK,Archaeology
10708,Grinder,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Archaeology
10709,Ancient Battery Production Station,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Archaeology
10710,Hero Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10711,Aegis Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10712,Haste Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10713,Lightning Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10714,Armor Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10715,Gravity Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10716,Barbarian Elixir,filler,RESOURCE_PACK,Stardew Valley Expanded
10717,Restoration Table,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Archaeology
10718,Trash Bin,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Binning Skill
10719,Composter,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Binning Skill
10720,Recycling Bin,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Binning Skill
10721,Advanced Recycling Machine,filler,"RESOURCE_PACK,RESOURCE_PACK_USEFUL",Binning Skill
